uid,pid,item_description,price,category,site_name
258,516,DC CUTOFF WHEEL 7X1/4X5/811 FSTCT DISC,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
258,615,Motomco Tomcat® Refillable Mouse Bait Stations,5.29,"Commercial & Industrial|Pest Control, Rodent, & Insect|Rat & Mouse Bait",QC Supply
258,466,7X1/4X5/8-11 T27 MET DEP CTR GR WHEEL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
258,163,Exhaust Bender EB-300,9095.0,Metalworking|Tube & Pipe Benders|Exhaust Benders,Bailiegh Industrial
258,775,"1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed - 12""",12.75,"Alloy|Flat|Cold Finished|1/4"" {A} x 2-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
258,536,SURFACE BLENDING WHL 6X2X1,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
258,719,Dosatron® Pro pH Meter,87.14,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
258,600,DURAFAN® PVC Shutters For Series II Fiberglass Fans,36.55,"Commercial & Industrial|Fans, Ventilation & Controls|Shutters & Inlets",QC Supply
258,521,4-1/2X1/4X7/8 NZ PLUS T27,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
258,226,Hydraulic Box and Pan Brake BB-12010H-NC,60795.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Brakes|Hydraulic Sheet Metal Brakes",Bailiegh Industrial
258,190,MB4X2-20 Mandrel Table for MB-4X2 (20'),10395.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Mandrel Bender Tooling and Accessories,Bailiegh Industrial
258,673,"DURAFAN® 20"" High Volume Basket Fan - Black",204.49,"Commercial & Industrial|Fans, Ventilation & Controls|Basket Fans",QC Supply
258,452,DC CUTOFF WHEEL T 27 4.5X1/8X7/8 GEM,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
258,496,55782 METABO DISC 7X1/4X5/8,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
258,643,Chemilizer™ HN55 Injector - 1:100,185.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
259,732,Casco Cooling Water Treatment Algaecide - 1 Gal.,9.99,Commercial & Industrial|Horticulture & Greenhouse|Water Treatments,QC Supply
259,914,"1/4""-20 x 2-13/16"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws with Wings, Flat Head with #3 Phillips Drive, #5 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
259,382,"Dynabrade® 53998 O-Style Interface Pad, 5 Holes, Hook Attachment",34.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
259,1039,"#40 Torx® Equivalent Security 1/4"""" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
259,274,Abrasive Chop Saw AS-350M,1995.0,Metalworking|Saws|Abrasive Cut-Off Saws,Bailiegh Industrial
259,250,Sheet Metal Shear SH-5210,12595.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
259,678,DURAFAN® Series II Fiberglass Fans,287.36,"Commercial & Industrial|Fans, Ventilation & Controls|Exhaust Fans",QC Supply
259,684,Dosatron® Eco-Cart Hook-Up Kit - D14MZ2,622.11,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
259,608,Motomco Jaguar® Place Pacs - 16 lbs.,85.35,"Commercial & Industrial|Pest Control, Rodent, & Insect|Rat & Mouse Bait",QC Supply
259,314,"Dynabrade® 51152 Disc Adapter, 3/8-24 to 5/8-11",8.35,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
259,996,"#15 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
259,1037,"#27 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
259,634,"DURAFAN® 24"" Select Speed Shutter Fan",205.8,"Commercial & Industrial|Fans, Ventilation & Controls|Shutter Fans",QC Supply
259,930,"#12-24 x 2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
259,969,"#10 x 3 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
259,1023,#15 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
259,447,"Dynabrade® 56104 Vacuum Backing Pad, 5 Holes, 5 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",28.69,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
259,971,"#10 x 1-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
260,929,"#12-24 x 2"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
260,648,"1"" Universal Hudson Valve - Gravity/Pressurized Flow",26.0,Commercial & Industrial|Plumbing Supplies|Valves,QC Supply
260,180,R-H85E Double Pinch Roll Bender,31595.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
260,373,"Dynabrade® 53976 Non-Vacuum Interface Pad, 3-1/2 in Dia, Hook Attachment",8.73,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
260,718,Dosatron® D25F Medicator Repair Parts,110.24,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
260,342,"Roloc 051144-45096 Regular Disc Backup Pad, 2 in Dia",18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
260,611,"Spin Down™ Filters - 1 1/2""",20.9,Commercial & Industrial|Plumbing Supplies|Water Filters,QC Supply
260,970,"#10 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
260,432,"Dynabrade® 53968 Interface Pad, 6 in Dia, Hook and Loop Attachment, Foam",13.54,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
260,643,Chemilizer™ HN55 Injector - 1:100,185.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
260,936,"1/4""-20 x 2-3/4"" Self-Drilling Screws with Wings - Wood to Metal Reamers, Phillips Flat Head, #4 Point, #3 Phillips Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
260,362,"Dynabrade® Dynaline® 57457 Vacuum Backing Pad With 2 Screws, 6 Holes, 2-3/4 in Dia, Hook Attachment",25.31,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
261,66,"CLICK Analog PLC, 24 VDC required, serial ports, Discrete Input: 4-point, DC, Analog Input: 2-channel, current/voltage, Discrete Output: 4-point, sinking, Analog Output: 2-channel, current/voltage.",132.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
261,27,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, gray. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
261,237,Plate Roller PR-514,13695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Three Roll Plate Rolls",Bailiegh Industrial
261,163,Exhaust Bender EB-300,9095.0,Metalworking|Tube & Pipe Benders|Exhaust Benders,Bailiegh Industrial
261,249,Hydraulic Metal Shear SH-6014,9895.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
261,102,"CLICK relay output module, 8-point, 6-240 VAC/6-27 VDC, (1) Form A, 2 isolated common(s), 4 point(s) per common, 1A/point. Removable terminal block included.",41.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|AC I/O & Relay Outputs,Automation Direct
261,33,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, yellow. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
261,26,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 7ft cable length, orange. For use with 10/100/1000 Mbps networks.",7.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
261,5,"ProSense hydrostatic submersible level transmitter, 0 to 50 psig (115.3ft of water column) sensing range, 4-20 mA, stainless steel body and polyoxymethylene (POM) ported bullet nose cap, 1/2in male NPT with shielded and vented 140ft cable.",474.0,Process Control & Measurement|Level Sensors & Controllers|Submersible Level Sensors,Automation Direct
261,192,10' Rotary Positioning Table for RDB-325 (IDX-10-325-M),4095.0,Metalworking|Tube & Pipe Benders|Bender Tooling & Accessories|Tube Bending Accessories,Bailiegh Industrial
261,269,Multi-Purpose Throatless Sheet Metal Shear MPS-3,295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Manual Sheet Metal Shears",Bailiegh Industrial
261,65,"CLICK Standard PLC, 24 VDC required, serial ports, Discrete Input: 8-point, AC, Discrete Output: 6-point, relay.",112.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
261,72,"CLICK Ethernet Basic PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 8-point, AC, Discrete Output: 6-point, relay.",142.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
261,232,Manual Slip Roller SR-3622M,995.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Slip & Plate Rolls|Slip Rolls",Bailiegh Industrial
261,290,Band Saw BS-20SA-DM,15795.0,Metalworking|Saws|Band Saws|Semi-Automatic Band Saws,Bailiegh Industrial
261,45,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, blue. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
261,181,Hydraulic Roll Bender R-H85,36195.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
261,105,"CLICK analog output module, 4-channel, current, 12-bit, output current signal range(s) of 4-20 mA, external 24 VDC required.",122.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|Analog I/O,Automation Direct
261,81,"CLICK Ethernet Analog PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 4-point, DC, Analog Input: 4-channel, current, Discrete Output: 4-point, sinking, Analog Output: 2-channel, current.",183.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
262,675,Dosmatic® SuperDos® 45 - 2.5%,679.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
262,540,DC CUTOFF WHEEL 4.5X1/4X5/8-11 GEM MD,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
262,670,Dosatron® D45RE15 Injector,499.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
262,335,"Vortec Pro® 36052 Threaded Arbor Adapter, 5/8-11 to M10x1.25",3.91,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
262,463,DC CUTOFF WHEEL 9X1/4X7/8 LL DISC,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
262,638,Chemilizer™ HN55 Injector - 1:128,185.0,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
262,925,"#11 x 3-7/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #4 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
262,459,DC CUTOFF WHEEL 4.5X1/4X7/8 NRTN MTL,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
262,705,Dosatron® DM11F Medicator Repair Parts,29.39,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
262,957,"#8 x 1-1/4"" Fiber Cement Board Self-Drilling Screws, Phillips Wafer Head, #2 Point, #2 Phillips Driver, Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
262,962,"#10 x 1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
262,657,Sensaphone® Alarm Monitor - Model 400,355.5,"Commercial & Industrial|Safety, Alarms, & Radios|Power Failure Alarms",QC Supply
262,524,DC CUTOFF WHEEL 5X1/4X7/8 NRTN MTL,nan,|Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
263,379,"Dynabrade® 53986 Interface Pad, 8 Holes, 2-3/4 in Dia, Hook Attachment",12.08,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
263,461,4-1/2X1/4X7/8 NZ PLUS T27,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
263,754,"1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed - 36""",28.43,"Alloy|Flat|Cold Finished|1/4"" {A} x 1"" {B} 4140 Cold Finished, Annealed",Speedy Metals
263,867,"1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed - 48""",44.56,"Alloy|Flat|Cold Finished|1/2"" {A} x 1-1/2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
263,821,"3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed - 72""",79.74,"Alloy|Flat|Cold Finished|3/8"" {A} x 2"" {B} 4140 Cold Finished, Annealed",Speedy Metals
263,178,Angle Roller R-H55,17295.0,Metalworking|Tube & Pipe Benders|Roll Benders|Hydraulic Roll Benders,Bailiegh Industrial
264,71,"CLICK Ethernet Basic PLC, 24 VDC required, Ethernet and serial ports, Discrete Input: 8-point, DC, Discrete Output: 6-point, relay.",142.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|PLC Units,Automation Direct
264,546,GRINDING WHEEL 7X1/4X5/811 LL DISC,nan,AbrasivesCutting and Grinding (443)Grinding & Sharpening (268)Portable Grinding (182),dillonsupply.com
264,34,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 10ft cable length, orange. For use with 10/100/1000 Mbps networks.",9.25,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
264,592,DC CUTOFF WHEEL 5X1/4X7/8 NRTN MTL,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
264,1033,"#10 TORX® Equivalent (6-Lobe) Security 1/4"" Hex Key",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
264,43,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, gray. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
264,903,"#8-18 x 1"" Bi-Flex® 300 Series Bi-Metal Self-Drilling Screws, Pan Head with #2 Phillips Drive, #2 Point, Hardened Steel Tapping Threads and Point, 18-8 Stainless Steel Head and Shank with Stalgard GB Coating",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
264,937,"1/4""-20 x 2-3/4"" Torx Self-Drilling Screws with Wings - Wood to Metal Reamers, #4 Point, T27 Driver, Tanner Pro Ultra-Guard Corrosion Resistant Coating, Globally Sourced",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
264,124,"Productivity1000 discrete output module, 8-point, 3.3-24 VDC, sinking, 1 common(s), 8 point(s) per common, 1A/point. Requires P1-10RTB or P1-10RTB-1 removable terminal block or ZIPLink pre-wired cables.",35.5,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|DC & Combo I/O,Automation Direct
264,1016,"#45 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
264,566,GRINDING WHEEL 7X1/4X5/811 LL DISC,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
264,981,"#12 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
264,588,30435 DC CUTOFF WHL 4.5X1/8X5/8-11 GEM,nan,Abrasives|Cutting and Grinding (443)|Grinding & Sharpening (268)|Portable Grinding (182),dillonsupply.com
265,981,"#12 x 2-1/2"" Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 25TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
265,967,"#10 x 2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
265,398,"Dynabrade® 50125 Disc Backing Pad, 3 in Dia, 1/4-20 Female, Hook Attachment",19.08,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
265,380,"Dynabrade® 53988 Interface Pad, 10 Holes, 3-2/3 in Dia, Hook Attachment",14.22,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
265,425,"Dynabrade® Dynaline® 57458 Non-Vacuum Backing Pad With 2 Screws, 2-3/4 in Dia, PSA Attachment, Vinyl",25.67,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
265,1028,#40 Torx Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
265,348,"3M 81732 Ribbed Retainer Nut Disc Pad Face Plate, 5 in Dia",20.3,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
265,328,"Weiler® 56494 Adapting Nut, 5-8/11",23.11,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
265,348,"3M 81732 Ribbed Retainer Nut Disc Pad Face Plate, 5 in Dia",20.3,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
265,1020,"#8 X 2"" TORX® Equivalent (6-Lobe) Security 1/4"" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
265,1027,#30 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
265,313,Dynabrade® 56238 Pad Adapter,37.46,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
265,1027,#30 TORX® Equivalent (6-Lobe) Security Screw Driver Power Handle,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
265,1030,#8 TORX® Equivalent (6-Lobe) Security Power Handle Screwdriver,nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
265,924,"#10 x 1-13/16"" Self-Drilling Screws - Wood to Metal Reamers, Phillips Wafer Head, #2 Point, Cabon Steel with Gray Stalgard Coating, Made in USA",nan,Fasteners|Screws|Self Drilling Screws,Tanner Bolt
265,335,"Vortec Pro® 36052 Threaded Arbor Adapter, 5/8-11 to M10x1.25",3.91,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
265,1016,"#45 X 2"""" Torx® Equivalent Security 1/4"""" Hex Bit",nan,Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Torx Security Bits & Tools,Tanner Bolt
265,345,"Roloc 051144-45101 Regular Disc Backup Pad, 1 in Dia",14.11,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
265,434,"Dynabrade® 53971 Conversion Pad, Hook Attachment",5.13,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
265,966,"#10 x 1-1/2 Tamper-Resistant Self Drilling Screws, Torx® Equivalent 6-Lobe with Solid Post, Flat Head, Driver Size: 20TXH, Hardened 410 Stainless Steel",nan,"Fasteners|Screws|Self Drilling Screws|Torx Tamper-Resistant Self-Drilling Screws|Flat Head, Hardened 410 Stainless Steel",Tanner Bolt
266,300,"3M 85731 Wood Machine Kit, 5 Pieces",768.01,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
266,712,Medicator RX,11.72,"Commercial & Industrial|Horticulture & Greenhouse|Injectors, Medicators, Proportioners",QC Supply
266,88,"CLICK discrete input module, 8-point, 12-24 VDC, sinking/sourcing, 2 isolated common(s), 4 point(s) per common. Removable terminal block included.",34.0,Programmable Controllers|CLICK Series PLCs (Stackable Micro Brick)|DC I/O,Automation Direct
266,142,"Productivity1000 terminal block, 10-pin spring clamp. For use with Productivity1000 I/O modules.",5.25,Programmable Controllers|Productivity Series ...|Productivity1000 (St...|Spare Parts & Specialty Items,Automation Direct
266,384,"Dynabrade® 54018 Disc Backing Pad, 1-1/4 in Dia, 1/4-20 Female, Foam/Rubber Face",10.4,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
266,45,"Cat5E straight-through patch cable, STP (overall foil shield), (2) RJ45 male connectors, 25ft cable length, blue. For use with 10/100/1000 Mbps networks.",15.5,Communications|Cables & Accessories|Ethernet|Cat5e Patch Cables (Shielded Twisted Pair),Automation Direct
266,248,Hydraulic Medium Duty Shear SH-5214,8295.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
267,410,"Dynabrade® 56245 Model T Non-Vacuum Backing Pad, 4-1/4 in Dia, PSA Attachment, Vinyl",25.31,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,349,"Dynabrade® 56107 Non-Vacuum Backing Pad, 6 in Dia, 5/16-24 Male, PSA Attachment, Vinyl",32.06,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,281,Horizontal Band Saw BS-916M,3645.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
267,264,Plate Shear SH-120250-HD,45695.0,"Metalworking|Sheet Metal Brakes, Rolls & Shears|Sheet Metal Shears|Hydraulic Sheet Metal Shears",Bailiegh Industrial
267,410,"Dynabrade® 56245 Model T Non-Vacuum Backing Pad, 4-1/4 in Dia, PSA Attachment, Vinyl",25.31,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,397,"Dynabrade® 50122 Disc Backing Pad, 3 in Dia, 3/8-24 Female, Hook Attachment, Foam",22.19,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,377,"Dynabrade® 53982 Vacuum Interface Pad, 8 Holes, 8 in Dia, Hook Attachment",27.05,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,399,"Dynabrade® 50126 Disc Backing Pad, 3 in Dia, 3/8-24 Female, Hook Attachment",19.42,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,285,Metal Cutting Bandsaw BS-330M,9695.0,Metalworking|Saws|Band Saws|Manual Band Saws,Bailiegh Industrial
267,187,CNC Roll Bender R-CNC80,63095.0,Metalworking|Tube & Pipe Benders|Roll Benders|CNC Roll Benders,Bailiegh Industrial
267,354,"Dynabrade® 50606 Non-Vacuum Disc Backing Pad, 6 in Dia, 5/16-24 Male, Hook Attachment, Rubber",30.71,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,331,Trim-Kut® 59327 Disc Adapter,1.3,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
267,320,"3M 048011-16860 Flange Adapter, 1/2 in ID x 1 in OD, 1 in Adapted Hole, Sheet Metal",6.19,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
267,408,"Dynabrade® 56197 Non-Vacuum Backing Pad, 6 in Dia, 5/16-24 Male, Hook Attachment, Foam",34.09,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
267,337,"Vortec Pro® 36054 Threaded Arbor Adapter, 5/8-11 to 3/8-24",3.94,Abrasives|Abrasive Accessories|Adapters & Bushings,Blackhawk Industrial
268,357,"Roloc 051144-45091 Regular Disc Backup Pad, 3 in Dia",22.81,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
268,739,Casco CS-100 All-Purpose Cleaner & Degreaser - 1 Gal.,10.16,Commercial & Industrial|Power Wash & Disinfectant|Disinfectants,QC Supply
268,304,"3M 85735 Belt Machine Kit, 5 Pieces",797.0,Abrasives|Abrasive Accessories|Abrasive Sets,Blackhawk Industrial
268,342,"Roloc 051144-45096 Regular Disc Backup Pad, 2 in Dia",18.68,Abrasives|Abrasive Accessories|Backing Pads,Blackhawk Industrial
